"","X","pl.p","IBRA","IBRAsub","data.source","collecting.agency","planting","plot","measure.date","lat","long","year.planted","age","establishment","plot.type","planting.width","plot.area","geometry","width","aridity.index","carbon","clay","elevation.relief","elevation","nitrogen","phosphorus","ph","prec.annual","prec.season","prescott","sand","silt","slope","soil.depth","solar.annual","tmax.annual","tmin.annual","TWI","tot.ag.mass","biomass.area","plant.count","density","rare.rich","rare.rich.se","alpha","planting.old"
"54",54,"36.14","AVW","AVW01","WA DEC",NA,"36","14",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,177.52,17752,34,3400,1,0,1,"Angel"
"55",55,"36.15","AVW","AVW01","WA DEC",NA,"36","15",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,622.9,62290,35,3500,1,0,1,"Angel"
"56",56,"36.16","AVW","AVW01","WA DEC",NA,"36","16",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,181.62,18162,38,3800,1,0,1,"Angel"
"57",57,"36.17","AVW","AVW01","WA DEC",NA,"36","17",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,158.84,15884,35,3500,1,0,1,"Angel"
"58",58,"36.18","AVW","AVW01","WA DEC",NA,"36","18",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,183.51,18351,30,3000,1,0,1,"Angel"
"59",59,"36.19","AVW","AVW01","WA DEC",NA,"36","19",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,194.66,19466,32,3200,1,0,1,"Angel"
"60",60,"36.2","AVW","AVW01","WA DEC",NA,"36","2",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,215.79,21579,48,4800,1,0,1,"Angel"
"61",61,"36.20","AVW","AVW01","WA DEC",NA,"36","20",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,177.43,17743,38,3800,1,0,1,"Angel"
"62",62,"36.21","AVW","AVW01","WA DEC",NA,"36","21",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,201.99,20199,20,2000,1,0,1,"Angel"
"63",63,"36.22","AVW","AVW01","WA DEC",NA,"36","22",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,211.03,21103,32,3200,1,0,1,"Angel"
"64",64,"36.23","AVW","AVW01","WA DEC",NA,"36","23",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,210.87,21087,33,3300,1,0,1,"Angel"
"65",65,"36.24","AVW","AVW01","WA DEC",NA,"36","24",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,163.04,16304,30,3000,1,0,1,"Angel"
"66",66,"36.25","AVW","AVW01","WA DEC",NA,"36","25",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,89.99,8999,27,2700,1,0,1,"Angel"
"67",67,"36.26","AVW","AVW01","WA DEC",NA,"36","26",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,213.61,21361,29,2900,1,0,1,"Angel"
"68",68,"36.27","AVW","AVW01","WA DEC",NA,"36","27",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,222.97,22297,42,4200,1,0,1,"Angel"
"69",69,"36.28","AVW","AVW01","WA DEC",NA,"36","28",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,667.05,66705,33,3300,1,0,1,"Angel"
"70",70,"36.29","AVW","AVW01","WA DEC",NA,"36","29",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,172.3,17230,31,3100,1,0,1,"Angel"
"71",71,"36.3","AVW","AVW01","WA DEC",NA,"36","3",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,271.33,27133,43,4300,1,0,1,"Angel"
"72",72,"36.30","AVW","AVW01","WA DEC",NA,"36","30",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,237.99,23799,28,2800,1,0,1,"Angel"
"73",73,"36.31","AVW","AVW01","WA DEC",NA,"36","31",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,127.62,12762,22,2200,1,0,1,"Angel"
"74",74,"36.32","AVW","AVW01","WA DEC",NA,"36","32",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,185.58,18558,27,2700,1,0,1,"Angel"
"75",75,"36.33","AVW","AVW01","WA DEC",NA,"36","33",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,128.3,12830,20,2000,1,0,1,"Angel"
"76",76,"36.4","AVW","AVW01","WA DEC",NA,"36","4",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,241.92,24192,29,2900,1,0,1,"Angel"
"77",77,"36.5","AVW","AVW01","WA DEC",NA,"36","5",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,235.5,23550,35,3500,1,0,1,"Angel"
"78",78,"36.6","AVW","AVW01","WA DEC",NA,"36","6",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,105.41,10541,32,3200,1,0,1,"Angel"
"79",79,"36.7","AVW","AVW01","WA DEC",NA,"36","7",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,253.27,25327,36,3600,1,0,1,"Angel"
"80",80,"36.8","AVW","AVW01","WA DEC",NA,"36","8",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,110.17,11017,4,400,1,0,1,"Angel"
"81",81,"36.9","AVW","AVW01","WA DEC",NA,"36","9",2012,-30.197,117.116,1996,16,NA,"Planting",NA,0.01,">8 rows",NA,0.19813084602356,1.21017527580261,12.7685419718424,8.30386352539062,300,0.0466554885109266,0.013950125935177,5.79843870798747,318,58,0.294848442077637,78.3242619832357,3.32078639666239,0.792999565601349,0.818799376487732,21.5113995274855,26.1333333333333,11.9666666666667,12.7153787612915,80.29,8029,19,1900,1,0,1,"Angel"
"82",82,"37.a","AVW","AVW01","Greening Australia","GA-WA Avon","37","a",2009,-31.462,119.0664,1998,11,"TS","Planting",NA,0.05,"Block",5,0.207920789718628,1.40464210510254,12.0199289321899,12.0987548828125,375,0.0638394405444463,0.00902456014106671,5.85395860671997,315,44,0.3127780854702,83.661262512207,2.77242926756541,1.08076393604279,0.607814252376556,21.0209627207545,24.4666666666667,10.5416666666667,11.136815071106,940.840158,18816.80316,29,580,7,0,7,"ARGP2"
"83",83,"37.b","AVW","AVW01","Greening Australia","GA-WA Avon","37","b",2009,-31.462,119.0664,1998,11,"TS","Planting",NA,0.05,"Block",5,0.207920789718628,1.40464210510254,12.0199289321899,12.0987548828125,375,0.0638394405444463,0.00902456014106671,5.85395860671997,315,44,0.3127780854702,83.661262512207,2.77242926756541,1.08076393604279,0.607814252376556,21.0209627207545,24.4666666666667,10.5416666666667,11.136815071106,1465.822559,29316.45118,37,740,4.99841017488076,0.0398409032945681,5,"ARGP2"
"84",84,"37.c","AVW","AVW01","Greening Australia","GA-WA Avon","37","c",2009,-31.462,119.0664,1998,11,"TS","Planting",NA,0.05,"Block",5,0.207920789718628,1.40464210510254,12.0199289321899,12.0987548828125,375,0.0638394405444463,0.00902456014106671,5.85395860671997,315,44,0.3127780854702,83.661262512207,2.77242926756541,1.08076393604279,0.607814252376556,21.0209627207545,24.4666666666667,10.5416666666667,11.136815071106,1199.181677,23983.63354,38,760,4.99324958225887,0.0818833957425136,5,"ARGP2"
"85",85,"38.1","AVW","AVW02","WA DEC",NA,"38","1",2009,-32.9563,117.5222,1997,12,NA,"Planting",NA,0.008,"2 rows",NA,0.260963350534439,1.96342968940735,15.1325419743856,4.05859375,312,0.068340577185154,0.0129292150959373,5.87673934300741,363,53,0.376015365123749,77.3075256347656,3.35832150777181,0.321305394172668,0.766953825950623,20.0919793427258,22.625,9.65,9.65558624267578,584.6,73075,16,2000,1,0,1,"Armstrong"
"86",86,"38.2","AVW","AVW02","WA DEC",NA,"38","2",2009,-32.9563,117.5222,1997,12,NA,"Planting",NA,0.008,"2 rows",NA,0.260963350534439,1.96342968940735,15.1325419743856,4.05859375,312,0.068340577185154,0.0129292150959373,5.87673934300741,363,53,0.376015365123749,77.3075256347656,3.35832150777181,0.321305394172668,0.766953825950623,20.0919793427258,22.625,9.65,9.65558624267578,664.7,83087.5,14,1750,1,0,1,"Armstrong"
"87",87,"38.3","AVW","AVW02","WA DEC",NA,"38","3",2009,-32.9563,117.5222,1997,12,NA,"Planting",NA,0.008,"2 rows",NA,0.260963350534439,1.96342968940735,15.1325419743856,4.05859375,312,0.068340577185154,0.0129292150959373,5.87673934300741,363,53,0.376015365123749,77.3075256347656,3.35832150777181,0.321305394172668,0.766953825950623,20.0919793427258,22.625,9.65,9.65558624267578,514.41,64301.25,16,2000,1,0,1,"Armstrong"
"88",88,"39.a","AVW","AVW02","Greening Australia","GA-WA Avon","39","a",2009,-31.568,116.7198,1979,30,"TS","Planting",NA,0.04,"Linear (16 m wide on ave.)",2,0.279738575220108,1.6008905172348,12.1349550882975,23.5307312011719,237,0.0684061820308367,0.0139842225859563,5.76707903544108,428,68,0.393334597349167,82.0451329549154,3.1874897480011,3.27701354026794,0.790727555751801,20.3698794441862,24.6916666666667,10.6583333333333,11.567569732666,3836.426425,95910.660625,30,750,1,0,1,"ASMP17"
"89",89,"39.b","AVW","AVW02","Greening Australia","GA-WA Avon","39","b",2009,-31.568,116.7198,1979,30,"TS","Planting",NA,0.045,"Linear (16 m wide on ave.)",2,0.279738575220108,1.6008905172348,12.1349550882975,23.5307312011719,237,0.0684061820308367,0.0139842225859563,5.76707903544108,428,68,0.393334597349167,82.0451329549154,3.1874897480011,3.27701354026794,0.790727555751801,20.3698794441862,24.6916666666667,10.6583333333333,11.567569732666,6306.002438,140133.387511111,30,666.666666666667,3,0,3,"ASMP17"
"90",90,"39.c","AVW","AVW02","Greening Australia","GA-WA Avon","39","c",2009,-31.568,116.7198,1979,30,"TS","Planting",NA,0.065,"Linear (16 m wide on ave.)",2,0.279738575220108,1.6008905172348,12.1349550882975,23.5307312011719,237,0.0684061820308367,0.0139842225859563,5.76707903544108,428,68,0.393334597349167,82.0451329549154,3.1874897480011,3.27701354026794,0.790727555751801,20.3698794441862,24.6916666666667,10.6583333333333,11.567569732666,23839.348572,366759.2088,30,461.538461538462,8,0,8,"ASMP17"
"91",91,"39.d","AVW","AVW02","Greening Australia","GA-WA Avon","39","d",2009,-31.568,116.7198,1979,30,"TS","Planting",NA,0.0564,"Linear (16 m wide on ave.)",2,0.279738575220108,1.6008905172348,12.1349550882975,23.5307312011719,237,0.0684061820308367,0.0139842225859563,5.76707903544108,428,68,0.393334597349167,82.0451329549154,3.1874897480011,3.27701354026794,0.790727555751801,20.3698794441862,24.6916666666667,10.6583333333333,11.567569732666,15766.320663,279544.692606383,25,443.262411347518,4,0,4,"ASMP17"
"92",92,"40.a","AVW","AVW01","Greening Australia","GA-WA Avon","40","a",2009,-30.6904,117.6192,2004,5,"TS","Planting",NA,0.024,"Block",5,0.205958545207977,1.14805102348328,13.3971274693807,16.0490112304688,401,0.0396457482129335,0.00908565521240234,5.26540247599284,318,54,0.30456867814064,81.7074305216471,3.27527379989624,1.85067451000214,0.62501460313797,21.2611909940059,24.9833333333333,11.1916666666667,8.66509914398193,559.786565,23324.4402083333,23,958.333333333333,1,0,1,"ASTP10"
"93",93,"40.b","AVW","AVW01","Greening Australia","GA-WA Avon","40","b",2009,-30.6904,117.6192,2004,5,"TS","Planting",NA,0.024,"Block",5,0.205958545207977,1.14805102348328,13.3971274693807,16.0490112304688,401,0.0396457482129335,0.00908565521240234,5.26540247599284,318,54,0.30456867814064,81.7074305216471,3.27527379989624,1.85067451000214,0.62501460313797,21.2611909940059,24.9833333333333,11.1916666666667,8.66509914398193,117.635994,4901.49975,29,1208.33333333333,1,0,1,"ASTP10"
"94",94,"40.c","AVW","AVW01","Greening Australia","GA-WA Avon","40","c",2009,-30.6904,117.6192,2004,5,"TS","Planting",NA,0.0653,"Block",5,0.205958545207977,1.14805102348328,13.3971274693807,16.0490112304688,401,0.0396457482129335,0.00908565521240234,5.26540247599284,318,54,0.30456867814064,81.7074305216471,3.27527379989624,1.85067451000214,0.62501460313797,21.2611909940059,24.9833333333333,11.1916666666667,8.66509914398193,1470.729876,22522.6627258806,32,490.045941807044,3.9375,0.242061459137964,4,"ASTP10"
"95",95,"40.d","AVW","AVW01","Greening Australia","GA-WA Avon","40","d",2009,-30.6904,117.6192,2004,5,"TS","Planting",NA,0.0653,"Block",5,0.205958545207977,1.14805102348328,13.3971274693807,16.0490112304688,401,0.0396457482129335,0.00908565521240234,5.26540247599284,318,54,0.30456867814064,81.7074305216471,3.27527379989624,1.85067451000214,0.62501460313797,21.2611909940059,24.9833333333333,11.1916666666667,8.66509914398193,552.158548,8455.72049004594,42,643.185298621746,2.71428571428572,0.451753951452625,3,"ASTP10"
